WORKTREE	/workspace/farmtable-review-auth-wiring
OWNSTORE	/workspace/farmtable-audit-194-r6
WORKTREE	/workspace/farmtable-deploy-37
WORKTREE	/workspace/farmtable-f48
WORKTREE	/workspace/farmtable-dev-103-testlist
WORKTREE	/workspace/farmtable-f66-review
WORKTREE	/workspace/farmtable-inv-sync-flicker
OWNSTORE	/workspace/farmtable-audit-194b
OWNSTORE	/workspace/farmtable-review-xss-r6
WORKTREE	/workspace/farmtable-inv-f46
OWNSTORE	/workspace/farmtable-194-combined
WORKTREE	/workspace/farmtable-deploy-40
WORKTREE	/workspace/farmtable-passthrough-write-p2
OWNSTORE	/workspace/farmtable-194-r7b
WORKTREE	/workspace/farmtable-deploy-55
OWNSTORE	/workspace/farmtable-prod-hardening
OWNSTORE	/workspace/farmtable-xss-r2-audit
WORKTREE	/workspace/farmtable-f61-isolate
WORKTREE	/workspace/farmtable-deploy-41
WORKTREE	/workspace/farmtable-f57
OWNSTORE	/workspace/farmtable-writable-path
WORKTREE	/workspace/farmtable-deploy-10
OWNSTORE	/workspace/farmtable-195-r7-review
OWNSTORE	/workspace/farmtable-review-194
WORKTREE	/workspace/farmtable-f58
WORKTREE	/workspace/farmtable-deploy-32
OWNSTORE	/workspace/farmtable-em-verify195
OWNSTORE	/workspace/farmtable-xss-r7-audit
OWNSTORE	/workspace/farmtable-xss-url
OWNSTORE	/workspace/farmtable-terminal-predicate
OWNSTORE	/workspace/farmtable-xssrev-audit
WORKTREE	/workspace/farmtable-inv-periodic-redraw-v2
WORKTREE	/workspace/farmtable-passthrough-write
OWNSTORE	/workspace/farmtable-test-xss-r6
WORKTREE	/workspace/farmtable-deploy-28
WORKTREE	/workspace/farmtable-deploy-9
OWNSTORE	/workspace/farmtable-test-195
OWNSTORE	/workspace/farmtable-test-194-r6
OWNSTORE	/workspace/farmtable-194-r11-audit
WORKTREE	/workspace/farmtable-passthrough-write-p3
WORKTREE	/workspace/farmtable-deploy-15
OWNSTORE	/workspace/farmtable-test-phase2
WORKTREE	/workspace/farmtable-inv-relmodel
WORKTREE	/workspace/farmtable-f69-dev
WORKTREE	/workspace/farmtable-deploy-25
WORKTREE	/workspace/farmtable-f47
OWNSTORE	/workspace/farmtable-194-r10-audit
OWNSTORE	/workspace/farmtable-audit-r8
OWNSTORE	/workspace/farmtable-xss-r4
WORKTREE	/workspace/farmtable-f40
OWNSTORE	/workspace/farmtable-194-r7-audit
OWNSTORE	/workspace/farmtable-audit-p2-r3
OWNSTORE	/workspace/farmtable-p2-audit
OWNSTORE	/workspace/farmtable-p2-rank
WORKTREE	/workspace/farmtable-deploy-26
OWNSTORE	/workspace/farmtable-xss-r3-audit
OWNSTORE	/workspace/farmtable-195-r9-audit
WORKTREE	/workspace/farmtable-f65-review
OWNSTORE	/workspace/farmtable-195-r8-audit
OWNSTORE	/workspace/farmtable-close-label-swap
OWNSTORE	/workspace/farmtable-labelwrite-scope
WORKTREE	/workspace/farmtable-f49
WORKTREE	/workspace/farmtable-f56
OWNSTORE	/workspace/farmtable-194-r7-test
WORKTREE	/workspace/farmtable-f61-review
OWNSTORE	/workspace/farmtable-xss-r4-review
WORKTREE	/workspace/farmtable-deploy-21
OWNSTORE	/workspace/farmtable-f61-v2-review
WORKTREE	/workspace/farmtable-passthrough-write-p1
WORKTREE	/workspace/farmtable-deploy-34
OWNSTORE	/workspace/farmtable-test-p2-r3
WORKTREE	/workspace/farmtable-dev-xss-r5
WORKTREE	/workspace/farmtable-f60
OWNSTORE	/workspace/farmtable-194-r7-review
WORKTREE	/workspace/farmtable-close-auth-followup
OWNSTORE	/workspace/farmtable-194-r11-test
WORKTREE	/workspace/farmtable-f62-review
WORKTREE	/workspace/farmtable-deploy-38
OWNSTORE	/workspace/farmtable-194-combine-r7
WORKTREE	/workspace/farmtable-deploy-48
WORKTREE	/workspace/farmtable-deploy-31
WORKTREE	/workspace/farmtable-f46
OWNSTORE	/workspace/farmtable-195-r10-audit
WORKTREE	/workspace/farmtable-deploy-20
WORKTREE	/workspace/farmtable-f41
OWNSTORE	/workspace/farmtable-em-gate194b
WORKTREE	/workspace/farmtable-deploy-46
WORKTREE	/workspace/farmtable-f52
WORKTREE	/workspace/.sweep-ftstage-wt
OWNSTORE	/workspace/farmtable-xss-r3-test
OWNSTORE	/workspace/farmtable-xss-r2-review
OWNSTORE	/workspace/farmtable-xss-r5-test
WORKTREE	/workspace/farmtable-f45
OWNSTORE	/workspace/farmtable-xss-r2-test
WORKTREE	/workspace/farmtable-old-live-web
WORKTREE	/workspace/farmtable-f44
WORKTREE	/workspace/farmtable-deploy-14
WORKTREE	/workspace/farmtable-auth-stage4
OWNSTORE	/workspace/farmtable-xss-r3-review
WORKTREE	/workspace/farmtable-xss-r6-fix
WORKTREE	/workspace/farmtable-deploy-17
OWNSTORE	/workspace/farmtable-review-191
OWNSTORE	/workspace/farmtable-xss-r7-test
WORKTREE	/workspace/farmtable-deploy-49
OWNSTORE	/workspace/farmtable-195-r7-audit
OWNSTORE	/workspace/farmtable-195-r8-review
WORKTREE	/workspace/farmtable-f63-review
WORKTREE	/workspace/farmtable-deploy-47
OWNSTORE	/workspace/farmtable-p2-fixes-r4
OWNSTORE	/workspace/farmtable-audit-195
WORKTREE	/workspace/farmtable-deploy-52
WORKTREE	/workspace/farmtable-auth-architect
OWNSTORE	/workspace/farmtable-194-r10
WORKTREE	/workspace/farmtable-deploy-29
WORKTREE	/workspace/farmtable-decomposer-rerun
WORKTREE	/workspace/farmtable-deploy-23
OWNSTORE	/workspace/farmtable-xss-r2
WORKTREE	/workspace/farmtable-deploy-44
OWNSTORE	/workspace/farmtable-195-r9-test
WORKTREE	/workspace/farmtable/.claude/worktrees/agent-a2c3f443e6e14aef4
WORKTREE	/workspace/farmtable/.claude/worktrees/prompt-variants
WORKTREE	/workspace/farmtable/.claude/worktrees/agent-a9a8ff1994a656cac
WORKTREE	/workspace/farmtable/.claude/worktrees/anthropic-vertex
